Customer_ID,Age,Gender,Location,Subscription_Type,Account_Age_Months,Monthly_Spending,Total_Usage_Hours,Support_Calls,Late_Payments,Streaming_Usage,Discount_Used,Satisfaction_Score,Last_Interaction_Type,Complaint_Tickets,Promo_Opted_In,Churn
7204,50,Male,Texas,Enterprise,28,139.72,310,0,0,67,1,3,Positive,1,1,1
4818,63,Female,New York,Basic,13,108.01,299,8,1,24,89,10,Negative,0,1,1
8027,20,Female,Florida,Premium,38,121.14,107,2,1,18,57,9,Negative,2,1,0
7976,58,Male,California,Basic,59,157.41,443,4,2,30,97,2,Positive,3,1,0
6903,67,Male,California,Premium,33,110.55,415,7,1,11,56,2,Negative,0,1,0
6054,29,Female,Texas,Enterprise,34,52.74,431,9,4,67,50,9,Neutral,2,1,0
7133,30,Male,Illinois,Enterprise,52,96.22,38,7,0,26,69,7,Neutral,3,0,0
3041,46,Male,California,Basic,22,25.48,62,8,0,76,64,8,Neutral,1,1,0
8339,66,Female,Texas,Basic,1,161.96,42,2,0,4,44,2,Negative,3,0,0
7304,24,Female,Illinois,Basic,20,32.24,337,7,1,29,58,8,Negative,3,0,0
1892,42,Male,Texas,Basic,53,152.93,268,0,4,69,98,5,Positive,1,1,0
2840,34,Male,Florida,Basic,8,90.75,213,4,2,10,71,4,Positive,2,1,0
8142,67,Female,Texas,Premium,56,144.52,261,1,0,46,72,10,Neutral,2,1,0
8161,51,Male,New York,Premium,52,195.91,334,6,1,15,74,6,Positive,1,0,1
7295,57,Female,Texas,Premium,28,101.4,357,0,2,17,25,9,Neutral,2,0,1
6823,25,Female,New York,Basic,13,82.52,466,9,3,39,96,9,Negative,2,1,0
8008,39,Male,Texas,Basic,36,88.68,140,5,1,40,17,7,Negative,1,1,1
8262,35,Male,California,Premium,55,177.58,279,8,0,44,14,3,Neutral,0,1,0
1364,64,Male,Florida,Basic,47,195.67,460,3,4,70,74,5,Positive,0,0,0
8674,66,Female,New York,Premium,28,173.78,153,8,3,45,36,9,Negative,3,0,0
5215,37,Male,Texas,Enterprise,57,110.19,136,3,1,37,21,1,Neutral,2,0,0
3871,61,Male,California,Premium,4,187.23,409,0,2,22,1,4,Positive,1,0,0
4091,50,Female,Texas,Basic,18,33.56,69,8,2,96,13,7,Positive,0,1,1
4824,46,Female,Illinois,Basic,15,143.93,137,3,3,34,75,8,Neutral,0,0,1
1294,57,Male,New York,Premium,45,171.67,475,7,4,97,28,9,Positive,2,1,0
6998,20,Female,California,Premium,44,16.4,359,6,0,19,0,1,Negative,3,1,1
1727,60,Female,Florida,Basic,58,179.54,294,5,1,60,49,8,Negative,1,0,0
5187,52,Female,New York,Enterprise,24,63.48,181,5,2,13,78,1,Positive,3,0,0
5329,52,Male,Florida,Premium,41,190.66,53,8,1,68,63,1,Positive,1,0,1
1154,58,Male,Illinois,Premium,14,34.71,25,1,2,98,53,7,Positive,0,0,1
7764,22,Male,California,Basic,57,147.7,409,2,3,45,81,10,Neutral,4,0,0
5099,50,Male,Florida,Premium,52,163.25,386,7,4,54,61,7,Neutral,1,0,0
1682,56,Male,Florida,Basic,39,124.82,41,6,0,33,36,6,Negative,4,1,0
1526,57,Male,New York,Basic,9,70.09,120,6,3,1,86,7,Neutral,3,1,1
1542,19,Female,New York,Basic,55,126.33,73,5,2,24,51,2,Neutral,1,0,1
5743,49,Female,Texas,Basic,10,165.33,250,0,4,14,32,9,Positive,0,0,0
1853,59,Male,Florida,Basic,10,133.65,340,5,2,63,54,7,Negative,0,1,1
3495,54,Female,Florida,Premium,15,85.55,161,8,4,95,9,7,Neutral,2,1,0
7839,59,Female,New York,Basic,7,192.83,465,4,3,76,88,3,Negative,0,0,0
8883,54,Female,California,Basic,13,60.85,13,9,0,88,73,2,Neutral,0,0,1
3869,49,Male,California,Basic,56,107.35,257,0,0,97,33,2,Negative,3,1,1
1856,67,Male,Texas,Premium,56,160.49,80,8,1,54,36,1,Positive,4,1,1
5058,39,Male,Florida,Basic,46,119.97,172,1,0,65,4,7,Neutral,0,1,0
6496,48,Female,Florida,Premium,37,176.03,312,0,1,19,75,2,Negative,3,0,0
2672,69,Male,Illinois,Basic,26,127.73,415,6,1,23,68,10,Positive,4,1,1
5580,46,Female,Illinois,Basic,43,151.67,465,6,0,91,98,1,Positive,3,1,1
1772,61,Female,Florida,Premium,19,137.93,69,0,0,44,19,4,Positive,4,1,0
2259,66,Female,California,Premium,28,176.21,27,4,4,3,14,4,Negative,2,0,0
4020,38,Female,Illinois,Premium,59,194.88,249,3,1,25,38,8,Negative,3,0,0
2385,60,Female,Texas,Basic,20,170.21,380,3,0,29,21,6,Positive,0,1,0
6293,66,Male,Illinois,Basic,17,83.18,451,7,3,65,99,10,Negative,1,1,0
3079,35,Female,Texas,Premium,36,56.5,81,7,3,37,22,1,Positive,1,1,0
2854,63,Male,New York,Premium,19,108.62,421,0,4,9,13,10,Negative,4,1,0
4023,22,Male,New York,Basic,33,49.18,455,9,1,51,20,9,Positive,1,0,1
1188,66,Male,Texas,Basic,10,148.49,323,8,2,13,75,9,Positive,3,1,0
7087,58,Male,Texas,Premium,38,152.04,42,6,4,64,0,2,Positive,2,0,1
6547,37,Female,Texas,Premium,43,116.22,317,7,4,60,62,10,Negative,4,0,0
8985,55,Female,New York,Enterprise,15,65.4,260,1,2,52,58,7,Negative,3,1,1
8111,43,Female,Florida,Basic,56,145.53,326,9,1,57,80,1,Negative,3,0,0
4571,23,Male,California,Premium,13,82.69,331,0,1,43,35,10,Neutral,0,0,1
7228,68,Female,California,Premium,37,48.32,316,0,2,71,20,5,Negative,2,1,0
4317,20,Female,Florida,Premium,51,76.48,144,4,1,77,64,3,Positive,3,1,0
8813,61,Female,Illinois,Basic,6,147.65,384,1,0,18,84,1,Neutral,1,0,1
5132,54,Male,New York,Enterprise,19,143.8,338,9,3,59,36,10,Positive,4,1,1
3277,29,Male,Illinois,Basic,35,45.11,485,2,2,73,75,1,Negative,3,1,1
3899,43,Male,Florida,Basic,56,29.32,454,6,4,91,26,6,Neutral,2,0,0
2107,31,Male,Illinois,Basic,18,129.92,350,5,2,75,63,8,Neutral,2,0,1
3474,24,Female,Illinois,Basic,40,70.57,234,7,0,58,94,10,Negative,4,0,1
2466,41,Male,New York,Basic,57,77.16,116,8,1,81,32,8,Negative,0,0,0
6071,30,Female,Texas,Basic,8,39.38,443,1,1,84,60,4,Neutral,2,1,0
2263,45,Male,Florida,Basic,6,179.57,162,5,1,64,52,9,Positive,1,0,1
6963,64,Female,New York,Premium,22,76.29,95,5,3,35,7,10,Negative,0,1,0
5460,20,Male,Illinois,Premium,25,176.48,287,6,2,66,11,1,Negative,1,1,0
5194,36,Female,California,Premium,18,34.55,279,4,2,65,24,3,Neutral,4,0,0
7704,33,Male,Illinois,Basic,29,64.76,413,4,0,92,18,6,Neutral,0,0,0
4086,58,Female,Illinois,Premium,41,112.86,452,0,4,5,82,10,Positive,0,1,0
8556,56,Male,New York,Premium,37,54.4,153,3,3,60,63,5,Positive,4,1,0
8873,37,Female,Texas,Premium,57,148.27,220,1,0,68,93,4,Neutral,0,0,1
3574,31,Male,Illinois,Premium,23,59.34,112,9,4,80,57,5,Positive,1,0,1
1966,62,Female,Texas,Basic,45,137.05,286,1,2,17,83,7,Positive,1,0,1
3969,57,Male,Florida,Basic,29,43.55,331,9,0,94,59,6,Neutral,3,1,0
1275,58,Male,California,Premium,50,143.4,30,0,2,81,87,5,Positive,0,0,0
1339,46,Male,Texas,Premium,20,66.6,261,8,2,10,62,2,Positive,1,1,0
7240,51,Female,Illinois,Basic,40,121.8,460,1,2,73,6,6,Neutral,1,0,1
3560,19,Male,Florida,Basic,15,120.09,441,7,4,0,8,2,Neutral,4,1,1
7363,23,Male,Illinois,Basic,36,186.53,384,6,2,8,82,6,Negative,1,1,1
1056,20,Female,Texas,Premium,17,97.27,214,4,4,82,69,10,Neutral,4,0,1
6692,20,Male,Illinois,Enterprise,33,40.66,468,1,4,92,36,2,Neutral,2,1,0
5383,69,Male,Illinois,Premium,6,107.75,313,8,4,98,54,5,Negative,4,0,0
7627,46,Male,Illinois,Premium,53,131.74,373,5,4,27,68,4,Negative,1,0,0
5663,46,Female,New York,Basic,29,25.81,495,7,0,49,22,7,Positive,1,0,1
1307,53,Male,Texas,Premium,13,191.62,271,7,2,82,41,8,Positive,4,0,0
6970,29,Female,California,Basic,27,190.3,365,5,4,9,48,3,Negative,1,0,0
4994,62,Male,Texas,Basic,32,197.93,129,8,3,64,84,1,Negative,0,1,0
5920,32,Female,California,Premium,59,35.97,325,5,2,10,65,10,Positive,2,1,1
5742,40,Female,California,Basic,36,171.96,407,1,4,86,19,3,Positive,4,1,1
7360,37,Male,Illinois,Basic,42,136.94,408,5,3,76,27,1,Negative,3,1,1
1411,53,Male,Illinois,Basic,2,67.57,441,3,1,20,69,4,Negative,1,0,0
5279,47,Male,New York,Basic,19,194.62,314,2,1,73,11,2,Positive,1,1,0
7010,29,Female,California,Premium,6,187.69,244,3,3,35,88,10,Negative,4,0,1
4934,33,Male,New York,Basic,24,124.46,178,4,4,75,14,10,Negative,2,0,0
3158,41,Female,Texas,Basic,41,46.93,164,1,2,27,13,2,Negative,3,1,1
7405,62,Male,New York,Basic,8,16.69,394,3,3,94,65,8,Positive,1,0,1
7860,54,Male,Texas,Premium,14,77.56,401,4,4,66,37,2,Neutral,4,0,0
3504,33,Female,Illinois,Basic,1,124.49,381,1,2,89,58,9,Neutral,3,0,0
8146,47,Male,California,Enterprise,15,182.21,296,3,4,92,52,8,Neutral,3,0,1
1504,28,Female,Florida,Basic,27,39.84,479,5,3,60,67,4,Negative,2,1,0
7686,41,Female,New York,Basic,36,68.21,15,9,4,41,37,7,Positive,2,0,1
6784,69,Male,California,Basic,8,13.11,62,7,1,5,99,5,Positive,2,1,1
4841,60,Female,New York,Premium,5,126.88,376,6,2,94,39,2,Positive,3,0,0
6342,68,Female,California,Premium,27,187.1,188,3,0,87,50,1,Positive,2,1,0
4355,34,Male,Florida,Premium,42,15.18,453,0,0,16,1,5,Positive,2,0,1
1942,32,Female,Florida,Basic,42,80.55,232,2,0,38,66,8,Negative,0,0,1
5305,31,Female,California,Premium,34,55.08,252,6,3,31,11,5,Negative,2,0,1
1082,54,Female,California,Enterprise,49,142.76,112,9,2,97,56,5,Neutral,2,1,1
4283,33,Female,Illinois,Premium,45,117.55,47,9,4,17,29,9,Negative,3,1,1
6090,50,Female,Illinois,Basic,53,41.99,346,3,3,91,12,8,Neutral,4,0,0
2777,64,Male,Florida,Basic,38,176.81,41,8,0,76,20,5,Positive,0,0,0
7515,44,Male,California,Basic,10,51.58,344,2,2,73,99,2,Negative,4,1,0
8875,20,Female,New York,Premium,6,156.25,302,6,3,19,65,4,Negative,0,0,1
4101,48,Female,Texas,Basic,12,179.66,302,0,2,89,67,4,Neutral,2,1,0
2032,48,Female,California,Premium,44,126.83,369,0,4,66,55,7,Negative,3,1,1
8400,50,Female,California,Basic,16,176.54,264,9,3,19,27,1,Negative,0,1,0
4045,52,Female,New York,Basic,23,127.84,413,5,4,3,14,8,Neutral,1,1,0
6506,45,Female,Florida,Basic,47,75.17,132,4,3,22,12,3,Positive,3,0,1
2825,38,Female,Florida,Premium,58,32.13,415,7,1,43,39,4,Positive,2,1,1
2140,21,Female,California,Basic,5,47.2,301,0,2,56,25,7,Neutral,0,0,1
7011,18,Male,California,Premium,44,31.31,137,3,4,72,60,4,Neutral,4,1,0
5542,29,Male,New York,Premium,3,69.65,387,9,2,25,1,9,Negative,4,0,0
8317,49,Male,Illinois,Premium,54,95.85,466,5,2,78,41,3,Negative,1,1,0
2486,28,Female,New York,Basic,58,190.9,397,4,2,99,31,6,Positive,4,0,0
8264,35,Female,Texas,Premium,41,100.54,145,0,2,8,96,3,Negative,0,0,1
1265,18,Male,Illinois,Premium,6,135.28,168,4,4,11,57,7,Positive,1,1,0
7915,53,Male,New York,Premium,38,184.38,203,3,0,49,25,8,Negative,3,0,1
3797,35,Male,Texas,Premium,9,109.74,490,4,0,52,33,10,Positive,2,0,0
8390,63,Male,Texas,Premium,59,34.15,249,6,0,64,57,3,Positive,2,0,0
1521,20,Female,California,Premium,58,68.7,348,1,3,32,36,6,Negative,4,0,0
8950,65,Male,Florida,Basic,48,134.35,403,0,4,89,68,8,Positive,0,0,1
4174,50,Male,Texas,Premium,31,71.16,429,5,1,53,91,3,Neutral,4,0,0
8431,40,Male,Illinois,Premium,42,24.26,75,1,2,18,77,3,Neutral,4,0,0
3804,45,Male,Florida,Premium,20,56.94,46,0,3,25,22,4,Positive,3,1,0
1740,43,Female,New York,Enterprise,30,87.32,303,3,1,2,78,6,Negative,0,0,1
3850,27,Male,Texas,Premium,46,138.84,194,5,1,57,35,4,Positive,4,0,1
6082,53,Male,California,Enterprise,48,156.9,141,2,2,58,6,4,Neutral,3,1,1
2326,53,Female,Texas,Basic,2,10.4,488,7,3,7,42,7,Negative,4,1,1
8135,69,Male,California,Premium,17,189.65,277,4,0,96,29,1,Neutral,4,0,0
4780,33,Male,Texas,Basic,35,62.57,466,2,0,95,58,10,Positive,2,1,1
1827,54,Male,New York,Basic,47,16.4,111,9,0,98,29,7,Negative,0,0,0
3286,60,Female,Texas,Basic,4,166.65,291,6,3,80,81,9,Positive,4,1,0
5668,48,Female,Texas,Premium,21,173.94,243,5,4,52,93,7,Neutral,1,0,1
4140,59,Female,Texas,Basic,28,112.05,423,0,0,87,19,1,Positive,0,1,0
7647,40,Female,Texas,Basic,53,94.89,462,5,0,79,16,3,Neutral,4,0,1
4668,22,Male,Florida,Premium,41,18.73,338,0,3,69,86,6,Positive,0,1,0
6916,55,Male,Texas,Premium,39,126.2,97,5,0,36,50,5,Negative,3,1,1
3854,69,Female,California,Premium,23,126.65,152,3,1,21,44,10,Neutral,4,1,1
8048,18,Female,Texas,Basic,39,36.69,287,7,2,48,36,4,Positive,0,0,0
4918,48,Female,Florida,Basic,2,62.36,421,6,1,84,50,2,Neutral,0,1,0
5926,42,Female,New York,Premium,31,187.07,190,8,4,2,1,1,Neutral,2,0,0
6506,45,Female,Florida,Basic,47,75.17,132,4,3,22,12,3,Positive,3,0,1
4218,64,Male,California,Basic,3,127.4,37,1,2,88,42,9,Neutral,4,0,0
2624,65,Female,Texas,Basic,49,80.9,208,4,0,62,63,9,Negative,4,0,0
7986,49,Male,New York,Basic,55,178.15,296,6,4,91,39,1,Positive,4,0,0
6742,67,Female,New York,Basic,12,96.73,100,3,1,69,3,4,Neutral,2,1,1
6582,35,Male,New York,Basic,12,192.05,38,7,0,94,20,1,Neutral,2,0,0
6951,39,Female,Illinois,Enterprise,5,131.76,243,0,0,61,96,4,Positive,4,1,0
8121,27,Male,Illinois,Premium,31,90.76,466,1,1,64,46,3,Positive,3,1,1
2386,29,Female,New York,Basic,25,171.44,100,2,4,94,51,4,Positive,3,1,1
8624,59,Male,California,Basic,54,42.67,484,5,3,41,41,4,Negative,1,0,1
1886,21,Male,Florida,Basic,20,73.92,51,9,4,11,9,10,Negative,4,1,1
8463,33,Female,Illinois,Premium,19,26.02,123,4,2,99,48,7,Neutral,3,1,1
6012,51,Female,California,Basic,31,172.49,105,7,1,56,71,4,Positive,3,1,0
2197,56,Male,Texas,Basic,30,62.75,19,6,1,8,18,6,Negative,2,0,0
3977,59,Female,California,Premium,5,67.76,242,9,1,31,95,7,Neutral,3,0,0
4279,45,Female,Florida,Basic,29,76.28,230,5,2,66,2,4,Positive,4,0,0
1857,66,Female,Illinois,Basic,23,62.97,439,4,3,86,58,10,Positive,4,0,1
1124,47,Female,Illinois,Premium,41,98.14,348,2,2,84,39,10,Neutral,2,0,0
2917,21,Male,New York,Premium,42,91.81,213,6,3,85,55,7,Positive,0,1,0
1298,64,Male,Texas,Premium,46,156.59,167,4,1,84,99,4,Neutral,4,0,1
8178,60,Male,Illinois,Basic,38,56.9,472,3,2,84,78,9,Positive,0,1,0
3337,39,Male,New York,Basic,41,18.06,253,8,0,71,72,8,Positive,1,0,0
4904,47,Male,New York,Premium,28,65.39,61,8,1,63,69,9,Neutral,1,1,0
2220,66,Male,New York,Enterprise,42,20.67,231,2,0,91,99,6,Positive,2,0,0
8070,68,Male,New York,Basic,4,26.57,329,9,3,84,73,10,Negative,1,1,0
4185,25,Male,California,Basic,43,39.72,338,4,3,61,28,10,Negative,0,1,1
3454,35,Female,California,Basic,42,12.71,276,7,1,7,80,9,Negative,3,0,1
4497,29,Male,Illinois,Basic,50,91.32,347,0,4,25,59,2,Neutral,0,0,0
2368,40,Female,Texas,Premium,8,145.96,300,2,0,70,47,10,Positive,2,0,1
6250,22,Male,Illinois,Enterprise,37,38.51,424,3,2,81,86,5,Neutral,1,1,0
5120,21,Female,Florida,Premium,20,170.88,222,5,0,4,26,8,Positive,0,1,0
1365,33,Female,Florida,Basic,40,31.33,143,9,1,63,79,2,Neutral,2,0,1
8309,50,Male,New York,Basic,48,107.03,205,4,1,11,88,6,Neutral,3,0,1
6976,43,Female,Texas,Basic,10,162.22,439,2,4,48,42,8,Negative,1,0,0
3389,55,Male,New York,Basic,2,85.04,209,8,4,54,33,2,Negative,4,0,0
4503,33,Female,Florida,Basic,8,159.73,233,6,4,51,27,2,Positive,2,0,1
6404,20,Female,Texas,Basic,15,41.25,237,8,3,74,28,5,Neutral,4,1,0
6155,51,Female,Illinois,Basic,44,121.33,304,1,2,63,79,6,Positive,4,0,1
7723,18,Female,Florida,Premium,11,198.64,484,6,1,82,4,8,Neutral,3,1,1
8824,48,Female,New York,Basic,50,191.8,156,4,4,39,49,2,Positive,0,0,1
1474,23,Female,California,Basic,20,13.91,169,9,2,62,36,1,Positive,0,0,1
3895,60,Female,California,Basic,1,92.73,253,1,0,24,98,2,Neutral,0,0,1
7398,60,Male,Illinois,Enterprise,59,29.26,196,0,0,11,95,9,Neutral,2,1,1
6425,65,Female,Illinois,Basic,18,61.29,38,9,1,78,56,3,Neutral,2,1,0
4895,46,Female,Illinois,Basic,57,117.99,13,0,2,14,91,3,Positive,3,1,0
8583,36,Male,California,Premium,14,100.78,480,4,3,31,71,10,Negative,3,0,0
6272,21,Female,Texas,Basic,55,63.75,269,0,4,14,81,8,Positive,0,1,0
2094,41,Female,Florida,Basic,59,52.69,22,9,4,35,32,7,Positive,3,1,0
6231,66,Male,Illinois,Enterprise,39,186.22,368,2,2,47,83,6,Positive,3,0,1
4428,19,Female,Texas,Basic,10,59.46,149,9,2,72,40,10,Neutral,1,1,0
4531,52,Female,Texas,Premium,34,116.99,265,5,2,32,33,5,Negative,1,1,0
6781,22,Female,Florida,Premium,1,133.94,393,8,3,41,56,8,Neutral,0,1,1
6664,44,Female,Illinois,Basic,43,85.22,400,8,4,73,52,7,Positive,3,0,0
5008,20,Male,Illinois,Premium,54,69.79,182,7,0,9,39,5,Neutral,3,0,0
6082,53,Male,California,Enterprise,48,156.9,141,2,2,58,6,4,Neutral,3,1,1
7406,26,Female,Texas,Basic,9,160.38,136,8,4,3,84,10,Neutral,3,1,0
7257,53,Female,Texas,Basic,46,15.48,79,8,4,53,92,3,Negative,3,1,1
1916,27,Male,Florida,Basic,50,174.58,335,4,1,55,53,1,Negative,2,1,1
3516,58,Male,Texas,Premium,43,25.55,56,6,4,68,62,2,Positive,0,1,1
8073,31,Female,Florida,Basic,21,18.47,433,8,0,7,81,9,Positive,3,1,1
5741,62,Female,New York,Basic,4,183.93,369,1,1,47,77,9,Neutral,0,0,1
7511,49,Female,Florida,Basic,17,167.39,458,6,3,22,97,7,Positive,4,0,0
4309,44,Female,California,Premium,15,72.46,281,9,0,85,19,4,Positive,3,1,1
8288,28,Male,New York,Basic,16,83.09,355,8,2,72,70,4,Positive,2,1,0
2850,52,Female,California,Premium,37,142.51,493,2,2,11,69,10,Positive,1,0,1
4663,40,Male,New York,Premium,53,53.42,193,6,4,1,20,6,Neutral,0,0,1
3194,51,Male,Illinois,Basic,57,117.24,412,2,2,85,53,1,Negative,0,1,1
8895,57,Male,New York,Premium,44,98.96,405,5,1,93,52,5,Negative,0,0,0
2655,67,Female,Illinois,Premium,12,85.28,230,2,0,39,74,5,Positive,3,0,0
2357,36,Female,Florida,Basic,51,92.81,12,8,3,83,81,6,Neutral,3,1,1
4222,51,Male,California,Basic,45,53.97,357,3,3,3,87,6,Positive,3,1,0
4127,30,Female,Florida,Enterprise,39,62.7,246,7,1,39,13,10,Negative,3,1,0
5196,53,Male,New York,Enterprise,30,65.25,282,0,2,26,52,8,Positive,1,0,0
7181,26,Female,California,Basic,49,59.69,408,0,1,82,28,9,Negative,3,1,0
8834,69,Female,Illinois,Basic,6,18.55,498,8,2,69,52,9,Neutral,0,0,1
5037,23,Female,Texas,Basic,51,147.58,364,0,1,12,26,4,Positive,1,0,0
6991,64,Female,New York,Basic,36,194.36,455,5,0,72,20,10,Neutral,0,1,1
6381,34,Female,Florida,Premium,27,25.57,420,6,2,23,1,7,Negative,0,0,0
3270,25,Female,California,Basic,21,171.35,187,1,0,3,89,4,Positive,0,0,0
1255,62,Female,Florida,Premium,7,11.92,469,1,4,43,69,8,Positive,2,1,0
1939,63,Male,California,Premium,12,36.75,168,0,0,83,58,10,Neutral,3,0,0
7005,18,Female,Florida,Basic,46,157.73,359,5,0,56,45,10,Neutral,0,1,0
4009,49,Female,Texas,Premium,30,167.58,337,7,4,57,38,2,Neutral,3,1,0
5560,50,Male,California,Basic,9,93.4,472,2,1,86,79,9,Positive,2,0,0
4469,28,Female,Texas,Premium,37,84.47,460,8,1,44,20,1,Neutral,1,1,0
5894,21,Female,California,Premium,8,189.86,452,5,0,48,64,8,Positive,4,0,1
2659,56,Female,California,Enterprise,18,80.29,196,5,0,55,74,4,Negative,0,1,0
6192,39,Female,California,Basic,37,187.56,159,6,0,89,99,5,Neutral,1,0,1
1802,37,Male,Florida,Enterprise,35,62.3,427,0,0,17,86,6,Negative,3,0,1
8805,69,Male,California,Premium,6,13.37,88,9,4,65,9,6,Neutral,4,1,1
2311,51,Female,California,Premium,35,42.07,487,4,4,69,18,2,Negative,2,1,1
1778,24,Male,California,Basic,7,186.18,75,3,4,14,74,7,Positive,0,1,1
3662,38,Female,Texas,Premium,11,41.24,177,4,0,90,56,10,Positive,2,0,0
8197,65,Female,New York,Basic,21,93.12,330,2,0,71,48,5,Positive,0,0,1
8686,47,Male,Florida,Enterprise,44,193.91,275,0,2,39,47,8,Positive,0,0,0
7317,37,Male,Illinois,Basic,50,66.81,425,9,0,19,0,10,Negative,3,1,0
3878,42,Female,Illinois,Premium,35,19.78,257,3,1,96,39,10,Negative,1,1,1
5944,67,Male,Illinois,Premium,46,192.79,182,2,3,57,91,9,Negative,4,0,1
8818,20,Male,Texas,Basic,10,108.31,255,1,1,9,43,8,Negative,3,0,0
2450,46,Female,Texas,Basic,29,34.1,97,2,3,73,60,2,Positive,2,1,1
4187,56,Male,New York,Premium,11,95.62,370,3,0,92,12,6,Neutral,4,1,1
6874,35,Male,California,Enterprise,43,132.64,358,0,1,95,18,3,Negative,1,0,1
2224,60,Female,New York,Basic,9,76.14,470,5,1,2,48,7,Neutral,3,0,0
4588,21,Male,Illinois,Premium,30,26.1,120,3,3,59,6,10,Positive,3,0,0
5604,61,Female,New York,Basic,18,72.49,475,4,2,54,32,5,Positive,4,0,1
8601,29,Female,Texas,Premium,30,119.71,464,1,1,35,61,7,Negative,0,1,0
4517,20,Female,California,Premium,7,85.43,22,9,4,45,16,7,Positive,2,1,1
8518,45,Female,Illinois,Premium,48,151.46,25,4,2,17,10,4,Negative,0,0,1
7728,61,Female,California,Basic,38,61.47,196,8,1,41,75,1,Negative,2,1,0
1790,38,Male,California,Basic,45,57.31,88,1,2,95,79,1,Positive,2,1,1
2195,61,Male,California,Enterprise,15,75.17,42,7,4,98,71,4,Positive,0,0,0
1097,43,Male,New York,Premium,10,95.69,445,1,4,71,86,10,Positive,3,0,0
8029,30,Female,California,Premium,56,129.39,270,3,0,60,4,10,Negative,3,0,1
6155,51,Female,Illinois,Basic,44,121.33,304,1,2,63,79,6,Positive,4,0,1
3922,56,Female,Illinois,Basic,32,152.21,195,2,0,24,18,4,Positive,0,0,0
8587,69,Female,New York,Basic,20,116.52,172,7,1,7,21,4,Positive,2,1,0
1529,32,Female,Illinois,Premium,21,110.04,104,2,1,78,60,5,Neutral,4,0,0
8122,51,Female,Texas,Basic,54,63.31,302,0,4,63,19,8,Negative,3,1,0
6390,31,Female,Illinois,Premium,10,140.32,334,8,1,88,56,9,Neutral,0,0,1
7023,62,Male,Illinois,Basic,55,192.26,227,1,1,20,77,4,Positive,2,1,0
3625,27,Female,New York,Basic,57,76.9,76,5,2,25,45,2,Positive,1,0,0
5165,52,Male,Illinois,Basic,45,74.89,208,0,0,54,10,1,Positive,0,1,1
8532,21,Male,New York,Basic,18,66.18,478,5,4,42,72,9,Positive,1,1,0
8324,23,Female,Florida,Basic,5,199.2,66,6,0,66,57,10,Neutral,2,1,0
2107,31,Male,Illinois,Basic,18,129.92,350,5,2,75,63,8,Neutral,2,0,1
5541,18,Female,Texas,Premium,46,57.19,97,9,0,27,22,5,Positive,1,0,1
8655,51,Female,California,Premium,43,164.8,252,9,1,43,61,8,Negative,2,1,0
8330,43,Female,California,Basic,4,55.03,126,6,4,55,76,7,Positive,2,0,1
8561,19,Female,California,Basic,13,182.18,459,7,4,21,75,3,Neutral,0,0,1
1706,36,Male,Illinois,Basic,22,53.96,209,7,1,36,41,3,Neutral,4,1,0
3896,68,Male,Florida,Basic,2,101.27,475,7,0,88,14,10,Positive,1,0,1
5559,56,Male,California,Premium,57,122.33,482,6,3,49,35,9,Negative,0,0,0
6596,22,Female,California,Enterprise,45,18.02,133,8,4,56,51,7,Positive,3,0,0
4220,26,Male,New York,Premium,43,38.19,336,4,3,67,51,1,Positive,4,1,1
4987,49,Female,Florida,Basic,20,52.65,257,6,2,16,99,4,Positive,1,0,1
6416,56,Male,Illinois,Basic,12,191.32,415,6,2,42,33,5,Positive,4,0,0
6972,30,Female,Texas,Premium,45,166.08,99,7,4,37,30,2,Negative,4,0,0
2270,67,Female,Florida,Basic,52,87.5,150,7,1,48,67,9,Neutral,0,0,0
8803,38,Male,Florida,Basic,54,15.12,115,1,2,10,84,7,Negative,1,0,1
3263,38,Male,Illinois,Enterprise,23,115.53,282,7,1,92,58,2,Negative,2,1,1
4703,20,Male,New York,Basic,39,131.01,488,2,1,43,15,7,Positive,4,1,1
3177,19,Male,Texas,Premium,51,163.76,472,8,1,99,86,8,Neutral,0,1,0
7318,25,Female,California,Basic,13,189.0,121,1,1,17,52,6,Positive,3,0,1
6860,45,Male,Florida,Enterprise,56,173.63,107,8,2,56,1,2,Neutral,0,1,1
5648,58,Female,Illinois,Premium,30,126.63,158,7,3,25,35,6,Positive,0,1,1
7892,54,Female,New York,Basic,49,19.36,335,1,3,63,72,1,Positive,4,0,1
7983,24,Female,Texas,Basic,49,143.93,365,5,4,64,88,8,Neutral,0,0,1
6906,50,Male,Illinois,Premium,19,69.02,242,6,4,8,77,5,Neutral,1,1,0
5025,33,Male,California,Enterprise,26,49.66,40,0,0,84,98,1,Negative,0,0,0
7440,47,Female,Illinois,Enterprise,34,28.5,96,0,0,10,21,3,Negative,0,0,1
8578,60,Male,Illinois,Basic,52,68.13,51,6,3,25,92,1,Positive,4,0,1
7861,23,Male,Florida,Basic,21,81.4,353,7,4,53,28,9,Positive,3,0,1
6066,24,Female,California,Premium,51,21.55,148,8,3,75,30,2,Negative,2,1,1
2562,51,Male,California,Basic,41,141.96,391,6,0,60,14,5,Negative,4,1,0
6675,64,Female,Illinois,Basic,27,151.66,294,4,3,21,44,4,Positive,0,1,0
8074,21,Male,Illinois,Premium,53,73.14,272,0,4,96,13,2,Negative,1,0,0
